user_name,description,user_location,text,language,hashtags,media_url,place,date,time
georgeemmett8,"I have autism and like taking pictures of ships
My favourites are HMS Dragon, HMS Tamar HMS Prince of Wales P2000
minesweepers
type 23 RFA ships Batch 1/2 opvs","Portsmouth, England","FS Lion departing from @HMNBPortsmouth on the 28.3.2022.
@NavyLookout 
@nato_news 
@WarshipCam https://t.co/OEOO20tDxJ",en,,https://pbs.twimg.com/media/FO7TK_mXsAMVCrO.jpg,,44648,0.394305556
NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_tyne outbound from Devonport for more @FOST serials this morning.

Via @defenceimagesuk https://t.co/bhARh3mZ0l",en,,https://pbs.twimg.com/media/FO7S3k7XEAgxfmj.jpg,,44648,0.392916667
georgeemmett8,"I have autism and like taking pictures of ships
My favourites are HMS Dragon, HMS Tamar HMS Prince of Wales P2000
minesweepers
type 23 RFA ships Batch 1/2 opvs","Portsmouth, England","Fs Guepard departing from @HMNBPortsmouth on the 28.3.2022.
@NavyLookout 
@nato_news https://t.co/FuR4sC27fa",en,,https://pbs.twimg.com/media/FO7ShVPWUAY3i0m.jpg,,44648,0.392905093
NavyLookout,Independent Royal Navy news and analysis,UK,"P2000s @HMS_Smiter @HMSExplorer @HMSArcher sail from Devonport this morning

Via @defenceimagesuk https://t.co/9eYPUwfOU2",en,,https://pbs.twimg.com/media/FO7PItPXwAApe1W.jpg,,44648,0.381909722
5AXTeQXvzmF8EyT,アニメネタばかり投稿してたりします、カラオケでも深夜(Web)アニメタイアップ歌ばかり歌ってます☆,,@NavyLookout ん、「トロイ」の頃とあまり変わってないような光景だよな😂😂😂 https://t.co/Az3KyJtAOj,ja,,https://pbs.twimg.com/media/FO7O0j0VEAAwrEo.jpg,,44648,0.380636574
NavyLookout,Independent Royal Navy news and analysis,UK,".@HMS_Westminster outbound from Portsmouth this morning.

Via @georgeemmett8 https://t.co/ryf5aNWjKQ",en,,https://pbs.twimg.com/media/FO7OimZXIAMXNTl.jpg,,44648,0.379837963
georgeemmett8,"I have autism and like taking pictures of ships
My favourites are HMS Dragon, HMS Tamar HMS Prince of Wales P2000
minesweepers
type 23 RFA ships Batch 1/2 opvs","Portsmouth, England",@HMS_Westminster @NavyLookout @nato_news @WarshipCam @RNPics_ @scottyc298 @SouthCoastPhot4 @AmzJS13 https://t.co/Thbhk3FdyO,und,,https://pbs.twimg.com/media/FO67OcSX0AANCc0.jpg,,44648,0.321377315
NavyLookout,Independent Royal Navy news and analysis,UK,".@HMSScottRN sails from Devonport this afternoon - heading for maintenance period in Falmouth.

Via @defenceimagesuk https://t.co/ebQaeXK8a1",en,,https://pbs.twimg.com/media/FO3rHONWQA8pEep.jpg,,44647,0.689895833
CorbenJake,💪 21📍Portsmouth uk 🇬🇧 📸 jcorben73 👻 jcorben73 single 🥺,"Portsmouth, England",@hms_mersey  departs Portsmouth this afternoon @NavyLookout @RNPics_ @georgeemmett8 https://t.co/QrDN0hDSES,en,,https://pbs.twimg.com/media/FO207fiWYAgi0IA.jpg,,44647,0.525347222
DefenceSenseUK,"UK Defence, foreign policy & its combined application. With the aim to articulate British strengths and promote discussion around our weaknesses.","Derby, United Kingdom 🇬🇧",@NavyLookout @NatMuseumRN Good news 👍🏼. https://t.co/oq77G2QKfN,en,,https://pbs.twimg.com/media/FO2reVDXIAIetmj.jpg,,44647,0.496655093
NavyLookout,Independent Royal Navy news and analysis,UK,"🇳🇱HNLMS Snellius @kon_marine alongside at Northumbrian Quay, Port of Tyne yesterday. 

Via @NormTyne https://t.co/jDcgXxOEFG",en,,https://pbs.twimg.com/media/FO13YO3X0Aoi3IP.jpg,,44647,0.338611111
NavyLookout,Independent Royal Navy news and analysis,UK,".@hmssevern and @HMSDuncan alongside in Portsmouth yesterday.

Via @RNPics_ https://t.co/UuDnoNiy3g",en,,https://pbs.twimg.com/media/FO1yDBfXEAMOCS1.jpg,,44647,0.322476852
NavyLookout,Independent Royal Navy news and analysis,UK,"MV Hartland Point inbound to Devonport this morning.

https://t.co/JX21scEpEY

Via @defenceimagesuk https://t.co/PLTmemysaP",en,,https://pbs.twimg.com/media/FO1wzvFXEAABGHe.jpg,,44647,0.3196875
MakanoTakeko,"veteraan, filosofie, politiek, kunst, bouwkunde, architectuur, monumenten, musea bouwen en bezoeken, 3Dbim, gek op cijfers| 🚲 /MTB #lego #Ukraine",Nederland,@NavyLookout Brings up memories (Dutch navy vessel; hrms Bloys v Treslong) KFOR-Kosovo https://t.co/XyjyEoUDps,en,,https://pbs.twimg.com/media/FO1sht_WQAcoXay.jpg,,44647,0.305706019
StokerTommo,Royal Navy Killick Stoker. “The prelude to battle begins in the engine room”. Unhealthy obsession with anything naval⚓️ Views my own,On a Pusser’s Grey War Canoe,@NavyLookout Impressive navel kit https://t.co/G6QUSbt5pV,en,,https://pbs.twimg.com/media/FOzgwhoXEA8rEkf.jpg,,44646,0.881597222
NavyLookout,Independent Royal Navy news and analysis,UK,"“impressive navel kit” 🙂

https://t.co/cmuMDFaTwb https://t.co/O0bG00bSyg",en,,https://pbs.twimg.com/media/FOzdo2mXIAATHjx.jpg,,44646,0.874201389
Numanfan01,Passionate supporter of the Royal Navy. Ship Spotting Nerd. Huge Music fan.,United Kingdom,@NavyLookout @RALee85 Indiscriminate murder of the innocents.. https://t.co/hZ03T5FoAR,en,,https://pbs.twimg.com/media/FOy819WXsAQ8Ix4.jpg,,44646,0.772719907
Rockhoppas,"Media Director, Charity Trustee, International PR Specialist, Journalist, Silver/Bronze awards from MOD's (ERS), Devon Biz Champion, SMK Community Award winner.","Plymouth, England",Impressive naval kit in the Sound with @RFATiderace @HMSSomerset and @hms_tyne - @NavyLookout #EsplanadeLife https://t.co/IEYM143bpk,en,EsplanadeLife,https://pbs.twimg.com/media/FOy49G7XsAUQuhl.jpg,,44646,0.761886574
AlexandreSchw88,✊🏻🇫🇷🇺🇦🇺🇸🇬🇧🇪🇺,France,@NavyLookout @RALee85 https://t.co/IX7KKM547r,und,,https://pbs.twimg.com/media/FOysAmYXEAslO6p.jpg,,44646,0.7215625
RNPics_,Royal Navy Inspired Photographer,HMNB Portsmouth ,"@hms_mersey alongside SRJ today. 

@NavyLookout @scottyc298 @WarshipCam @SouthCoastPhot4 https://t.co/FzKBeiFji0",en,,https://pbs.twimg.com/media/FOypCmUXMAczTmw.jpg,,44646,0.71255787
RNPics_,Royal Navy Inspired Photographer,HMNB Portsmouth ,"@HMSDragon for refit. 

@NavyLookout @scottyc298 @WarshipCam @SouthCoastPhot4 https://t.co/KCAkb4HZLE",en,,https://pbs.twimg.com/media/FOybnERXMAkMT3L.jpg,,44646,0.671805556
NavyLookout,Independent Royal Navy news and analysis,UK,".@RFAWaveKnight tucked up in 3 Basin, Portsmouth - her home for the foreseeable future.

Via @RNPics_ https://t.co/0w8TvLWSNe",en,,https://pbs.twimg.com/media/FOyTr-2X0AAnHDC.jpg,,44646,0.647789352
RNPics_,Royal Navy Inspired Photographer,HMNB Portsmouth ,"@HMS_Westminster alongside in Portsmouth today! 

@NavyLookout @scottyc298 @SouthCoastPhot4 @WarshipCam @RoyalNavy https://t.co/zmW9FXSaoW",en,,https://pbs.twimg.com/media/FOyPxxuXEAQBRdF.jpg,,44646,0.635949074
RNPics_,Royal Navy Inspired Photographer,HMNB Portsmouth ,"@HMSCharger in Gosport today. 

@CdrJamieWells @NavyLookout @scottyc298 @SouthCoastPhot4 @AllanWarships https://t.co/ik8vwHz6vO",en,,https://pbs.twimg.com/media/FOyNudUX0AQeDQ_.jpg,,44646,0.6296875
NavyLookout,Independent Royal Navy news and analysis,UK,".@HMS_Echo outbound from Devonport this morning.

VIa @defenceimagesuk https://t.co/JzUB8snhMn",en,,https://pbs.twimg.com/media/FOxCLtKXMAAS7NA.jpg,,44646,0.400960648
NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_tyne outbound from Devonport this morning.

Via @defenceimagesuk https://t.co/N1JKW1sGXz",en,,https://pbs.twimg.com/media/FOwxqnoXMAM728o.jpg,,44646,0.350891204
NavyLookout,Independent Royal Navy news and analysis,UK,.@HMSPWLS replenishment at sea with @RFATidesurge during operations off 🇳🇴Norwegian coast #ColdResponse22 #NATO https://t.co/tZUUbhvM2L,en,"ColdResponse22, NATO",https://pbs.twimg.com/media/FOtSQR1XIB4FkV8.jpg,,44645,0.673634259
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"千代田形/日本/砲艦
幕府が総力を上げて作った初の国産西洋軍艦
船体、武装、機関全てが国産とはﾀｲｼﾀﾓﾝｼﾞｬﾅｲｶあ゛あ゛あ゛あ゛あ゛あ゛！！！
大量建造が予定されたが戊辰戦争により中止になり、完成したのは1隻のみ

音量注意
https://t.co/Uj4T8K4CgO",ja,,https://pbs.twimg.com/media/D1JhiazUYAA5UTH.jpg,,44648,0.903449074
dobryranok,internally displaced person,Ukraine,@JLarky @JimmySecUK Follow your warship and take you entourage with you RuZZkie https://t.co/QVmS4QrcT5,en,,https://pbs.twimg.com/media/FO9tgzLWUAMc9cw.jpg,,44648,0.862106481
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ダントン級戦艦/フランス/戦艦
以前のように少しずつ戦艦を造る方法だと英独に対抗できないので初めて大量建造した戦艦
しかし、ド級の時代に準ド級を大量建造したせいで国民から「見損なったぞ海軍！」と大バッシングを食らった。ナンデダヨ！
https://t.co/xE5hPVfNSa",ja,,https://pbs.twimg.com/media/DvRVK8NUwAEQq1K.jpg,,44648,0.861724537
WatchdogforNFT,"🤯I do things from time to time and hopefully you do them too
🚀 NFTs 🚀 Crypto 🚀 Art 
🚀 Bananas🍌 https://t.co/zzGc4KF392",,"Russian Warship, Go Fuck Yourself!
#russianwarshipgfy #russianwarshipgofyourself 
#Ukraine #UkraineUnderAttaсk https://t.co/ua0d2YXmol",en,"russianwarshipgfy, russianwarshipgofyourself, Ukraine, UkraineUnderAttaсk",https://pbs.twimg.com/media/FO9rL0_XEAEGatN.jpg,,44648,0.855034722
idle_warship,"""Eye flossed a wilt olive,"" eek rides oft lien twisty cop.","Portland, OR",G. Erle Cocke https://t.co/AAwh1WTwtV,de,,https://pbs.twimg.com/media/FO9pmJhVsAAMUPi.jpg,,44648,0.850219907
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"金剛/日本/巡洋戦艦
ド級建艦競争についていけない日本がイギリスに発注した最後の軍艦
イギリスが売ったのを後悔した程高性能だった
太平洋戦争で活躍したが、近年は擬人化のせいでかｳｺﾞﾝｺﾍﾟｯﾁｬﾝｺ♪とネタにされるなど不憫が続く
https://t.co/30Tj4nWspl",ja,,https://pbs.twimg.com/media/DrDEtXqUwAA26e-.jpg,,44648,0.840972222
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"アクィラ(アキラ)/イタリア/空母
アクィラなのかアキラなのか資料によって読み方違うからこれもう分かんねぇなぁ
空軍のエアカバーが当てにならなかったので艦隊防空のため急遽建造したが間に合わなかった　艦載機は全部戦闘機とか極端すね
https://t.co/1o8vWXLSek",ja,,https://pbs.twimg.com/media/DCS4swmUQAAGRJ_.jpg,,44648,0.820115741
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"吹雪型駆逐艦/日本/駆逐艦
海軍からの無理難題を実現したら駆逐艦世界のドレッドノートが生まれた
コイツと古鷹型のせいでロンドン軍縮会議が開催されたと言っても過言ではないと思うの
その艦型は戦後のはるかぜ型護衛艦にも影響を与えている
https://t.co/ihzk2sqo59",ja,,https://pbs.twimg.com/media/DBOadbZVwAEAgt3.jpg,,44648,0.799328704
L5d,"法学家，政治学家，中国问题专家。想给中共常委们上一堂善恶有报佛教课。Human Rights for China, Menschenrechte für China e.V. 中国人权支持会是在德国法院注册、财政局认证的公益机构。官网https://t.co/T0baeirEuz。推翻独裁、享有民主自由是基本人权。转发≠同意。",Germany,专家：解放军战舰首现非洲吉布提中国基地战略意义重大 https://t.co/VsgI7466HW 在中国海军近年快速在全球拓展其战略影响力之际，一艘中国军用舰船近期首次出现在中国在东非吉布提新建的军事基地。 https://t.co/NuPmcxynnU,zh,,https://pbs.twimg.com/media/FO9To5WXEAEXrM6.jpg,,44648,0.783587963
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"アクィラ(アキラ)/イタリア/空母
アクィラなのかアキラなのか資料によって読み方違うからこれもう分かんねぇなぁ
空軍のエアカバーが当てにならなかったので艦隊防空のため急遽建造したが間に合わなかった　艦載機は全部戦闘機とか極端すね
https://t.co/1o8vWXLSek",ja,,https://pbs.twimg.com/media/DCS4swmUQAAGRJ_.jpg,,44648,0.778414352
Mr_Sloth17,"The official twitter page of Mr_Sloth17
Mon/Wed/Sat @ 9PM EST on https://t.co/uOcb6RQt5J
Disgruntled Vet. Pronouns: (Rah/Sarnt) Get Sh*t On",,"My favorite tidbit of advice. My response? Russian warship, ""_______"" https://t.co/WqB5ZZIHFa",en,,https://pbs.twimg.com/media/FO9ROCQXwAMWVkC.jpg,,44648,0.77625
_warship,"If you watch my content I love you, otherwise I only like you. Probably.
@GameonAUS CC
 
Enquiries - prepare4war@live.com.au

https://t.co/DSLouE37hH","Perth, WA",went to the fitbit website and no shit you cant make this up https://t.co/J5OFaCum5B,en,,https://pbs.twimg.com/media/FO9HJEdaAAArjrQ.jpg,,44648,0.746122685
tummyjose,"@holden_days
Peregrine, my fifth album is out everywhere now. Links to stream/purchase below!","California, USA",@idle_warship @matejagibert https://t.co/U5km2sNZzL,und,,https://pbs.twimg.com/media/FO9GELYVIAE4TvS.jpg,,44648,0.74244213
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ジャガー/イギリス/フリゲート
主砲がでかくて、艦橋が小さくて、ずんぐりむっくりな感じする頑丈な体(2014年まで現役)をしてるのがジャガーです
バングラデシュにも行かなあかん(1978年から)し、練習生育てなあかんし・・・
https://t.co/ZFicYuB2fC",ja,,https://pbs.twimg.com/media/DPPlkaKUEAAZfHO.jpg,,44648,0.736770833
trinsama,"わたしはトリン。お題でお絵かきができる「トーンスフィアの神さま」。
@で「お絵かき (お題)」と投げるとお絵かきができます。
Tone Sphere's own Trin!
Use @ with ""paint (theme)"" for painting request.

by @naclbbr / @naclbbre",Bit192 - NFT usage prohibited,".@10days_K 『太平洋を航行するマグロ軍艦』
(Tuna Warship Sailing in the Pacific Ocean) https://t.co/sAzS4maXEq",ja,,https://pbs.twimg.com/media/FO9CQ74WUAk6RFL.jpg,,44648,0.730902778
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"キーロフ級ミサイル巡洋艦/ロシア/ミサイル巡洋艦
あ…ありのまま事実を話すぜ！
ソ連が防空艦を作ると思ったら、奴らはいつのまにか戦艦を作ってた…しかも3番艦復活で頭がどうにかなりそうだった…
やっぱりロシアは頭おかしい(褒め言葉)
https://t.co/l5ll794MI4",ja,,https://pbs.twimg.com/media/DWpisIZVQAECIpm.jpg,,44648,0.716018519
Yury_UA,WITH 🇺🇦 UKRAINE IN ❤️,Киев,@USNavy @Warship_78 https://t.co/DXcW6SOW3x,und,,https://pbs.twimg.com/media/FO80oy-XEAUoDMq.jpg,,44648,0.689583333
jirisalin,"Kenenkään natsat eivät tee vaikutusta.
En edusta ketään.
jos/niin

if/then",,"@wyattreed13 Russian warship, you know what to do. https://t.co/ulmzTLKavq",en,,https://pbs.twimg.com/media/FO8w1kwWYAovNHO.jpg,,44648,0.678043981
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"友鶴/日本/水雷艇
「んんんｗｗｗ米国に対抗するには艦の高性能化しかありえませんぞｗｗｗｗ」と調子こいて重武装化したら海が少し時化ただけで転覆沈没した　残当
もし友鶴事件が発生してなかったらどれ位艦の重武装化が進んでたんだろうね
https://t.co/ouX2zuV5kN",ja,,https://pbs.twimg.com/media/DB-iksfV0AAZLIC.jpg,,44648,0.653449074
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ハイダ/イギリス/駆逐艦
名前でアイーダアイダを思い出しても今の子供には伝わらない悲しみ
擬人化したらけもフレのヒト科のHalyconのフレンズに偶然似てたのでネタにされた
実はカナダで現存している。(見に)行くか！(チベスナ)
https://t.co/4MrtrTdb6F",ja,,https://pbs.twimg.com/media/DSV-ccOU8AAl1mw.jpg,,44648,0.632627315
YTFatherNLAW,"Father NLAW Youtube
Merch and Donation
https://t.co/aocwwcnWkM
100% of net profits goes towards non-profits helping Ukrainian refugees.","California, USA","Russian Warship Go F* Yourself Tee

100% of profits donated

https://t.co/pYwj1KpOgU

#Ukraine #UkraineUnderAttaсk https://t.co/ywDbA788N6",en,"Ukraine, UkraineUnderAttaсk",https://pbs.twimg.com/media/FO8b3ZGVkAE4qYq.jpg,,44648,0.614525463
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"ヘルゲ・イングスタッド/スウェーデン/フリゲート
イージスシステム搭載のフリゲート
2018年11月に疲れからか不幸にもタンカーと衝突してしまい、沈没
翌年の3月に引き上げられるも錆の塊と化し、新造した方が安いので廃艦が確定した
https://t.co/ZKsPF25Geu",ja,,https://pbs.twimg.com/media/D7G7mCBVsAAdL_n.jpg,,44648,0.611759259
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"おおすみ型輸送艦/日本/揚陸艦
登場した当時よく空母と勘違いされたらしい
船体の大きさの割にLCAC2隻も積んだせいで軍需物資が余り積めない等の欠点が軍事研究とかで指摘されてる
敵前上陸に適してないので後継艦は強襲揚陸艦になる予定
https://t.co/lHEFYl19S2",ja,,https://pbs.twimg.com/media/DCM_xCCV0AAlGz3.jpg,,44648,0.591203704
fantasyblund,"Where Must We Go  We Who Wander This World In Search Of Our Better Selves |
@A_ChristyJKT48 @A_ZeeJKT48","Ciputat, Indonesia",KRI GOLOK IN MODERN WARSHIP https://t.co/LpwTVuqTeQ,de,,https://pbs.twimg.com/media/FO8T1f0aAAMonnq.jpg,,44648,0.590011574
PDGel23,ウクライナが好きです 🇺🇦 | アメリカ出身です | 🇺🇸,United States,"@IAPonomarenko Russian warship go f**** yourself.

#StandingWithUkraine
#IStandWithUkraine https://t.co/x6tqpLkEQa",en,"StandingWithUkraine, IStandWithUkraine",https://pbs.twimg.com/media/FO8TaXKVQAEw03T.jpg,,44648,0.588726852
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"No39計画航空巡洋艦/アメリカ/航空巡洋艦
はいはいホープホー・・・誰だお前は！？
ロンドン軍縮条約の建造規格を利用して巡洋艦に艦載機運用能力をつけて代用空母にしようとした
計画中に条約の期限が切れて空母が作れるようになったので没
https://t.co/dUyILbChNx",ja,,https://pbs.twimg.com/media/DBaSuFHV0AAqpzr.jpg,,44648,0.570127315
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"アンワル・アル･サダト/エジプト/強襲揚陸艦
Q.誰だお前は！A.ロシアからの使者、セバストポリ！(ｺｯﾍﾟﾊﾟｰﾝ)
ウクライナ侵攻の影響でフランスがエジプトに転売したらこうなった。最近は地対空ミサイルポン乗せがマイブームらしい
https://t.co/DRY5KpMkGI",ja,,https://pbs.twimg.com/media/DcRqFtOVAAA-Bwd.jpg,,44648,0.549363426
warship_hengaba,その名の通り軍艦を偏見とガバガバ知識で語るbotです。30分に1回はつぶやきます。  艦これ、戦艦少女、アズールレーンとかの萌ミリネタ多めなので、苦手な方は注意してください  現在146隻登録済。,どこか,"古鷹型重巡洋艦/日本/重巡洋艦
5500トン型じゃオマハ型に対抗できないので、でかい船体にでかい主砲をのっけて既存の巡洋艦絶対殺すマンにしてみた
当初は大型軽巡という扱いだった。まあ建造当時は重巡と軽巡の区分が無かったし多少はね? https://t.co/y54usunh6x",ja,,https://pbs.twimg.com/media/DBaYyLoUwAAysBJ.jpg,,44648,0.528472222
yarchy_art,"❌  MULTIREALISM ✖️  Digital artist | Designer from Ukraine  🇺🇦 
  https://t.co/OH6Wgjl6G9 •  #NFTArtist #NFTart #NFTs #NFT #CryptoArtist #Cryptoart",Украина,"New artwork for sale! - ""Russian warship"" - https://t.co/Z8LrWpcAQz @fineartamerica https://t.co/5BT5Pmcm4U",en,,https://pbs.twimg.com/media/FO76dzsWUAIP4mO.jpg,,44648,0.513032407
